,,,Nuclei,Word-final,Harmonic,SonSeq,Boundaries
,,,C1,C2,C3,C4,C5
,tavan=oma=inen,0,,,,,2
,tavanoma=inen,0,,,,,1
,tavanomainen,0,,,,,
ilmatieteen,ilma=tieteen,1,,,,,1
,ilmatieteen,0,,,,,
lapinniemen,lapin=niemen,1,,,,,1
,lap=in=niemen,0,2,1,,,2
,lap=inniemen,0,1,1,,,1
,lapinniemen,0,,,,,
kärkimies,kArki=mies,1,,,,,1
,kArkimies,0,,,,,
erimielisyyksiä,eri=mielisyyksiA,1,,,,,1
,eri=mieli=sy=yksiA,0,1,,,,3
,eri=mieli=syyksiA,0,,,,,2
,eri=mielisy=yksiA,0,,,,,2
,erimieli=sy=yksiA,0,1,,,,2
,erimieli=syyksiA,0,,,,,1
,erimielisy=yksiA,0,,,,,1
,erimielisyyksiA,0,,,,,
häkämiehen,hAkA=miehen,1,,,,,1
,hAkAmiehen,0,,,,,
maanosan,maan=osan,1,,,,,1
,maanosan,0,,,,,
talousarviossa,talous=arviossa,1,,,,,1
,talous=arvio=ssa,0,1,,,1,2
,talousarvio=ssa,0,1,,,1,1
,talousarviossa,0,,,,,
uutisauto,uutis=auto,1,,,,,1
,uutisauto,0,,,,,
kunnianosoitus,kunnian=osoitus,1,,,,,1
,kunnia=n=osoitus,0,1,,,1,2
,kunnia=nosoitus,0,,,,,1
,kunnianosoitus,0,,,,,
rakennusalan,rakennus=alan,1,,,,,1
,rakennusalan,0,,,,,
maailmanennätyksen,maailman=ennAtyksen,1,,,,,1
,maailman=ennAtyks=en,0,1,,,,2
,maailmanennAtyks=en,0,1,,1,,1
,maailmanennAtyksen,0,,,1,,
aamuyöstä,aamu=yOstA,1,,,,,1
,aamu=yO=stA,0,1,,,,2
,aamuyO=stA,0,1,,1,,1
,aamuyOstA,0,,,1,,
erinomaisia,erinomaisia,1,,,,,
,erinoma=isia,0,,,,,1
weckström,weckstrOm,1,,1,,,
,weck=strOm,0,2,2,,1,1
järventaus,jArven=taus,1,,,,,1
,jArventaus,0,,,1,,
valtatie,valta=tie,1,,,,,1
,valtatie,0,,,,,
tyttöystävä,tyttO=ystAvA,1,,,,,1
,tyttOystAvA,0,,,,,
jääkiekkojoukkue,jAA=kiekko=joukkue,1,,,,,2
,jAA=kiekkojoukkue,0,,,,,1
,jAAkiekko=joukkue,0,,,1,,1
,jAAkiekkojoukkue,0,,,1,,
kauppatieteiden,kauppa=tieteiden,1,,,,,1
,kauppa=tie=teiden,0,,,,,2
,kauppatie=teiden,0,,,,,1
,kauppatieteiden,0,,,,,
lentoyhtiön,lento=yhtiOn,1,,,,,1
,lento=yhtiO=n,0,1,,,1,2
,lentoyhtiO=n,0,1,,1,1,1
,lentoyhtiOn,0,,,1,,
kasvatustieteen,kasvatus=tieteen,1,,,,,1
,kasva=tus=tieteen,0,1,,,,2
,kasva=tustieteen,0,,,,,1
,kasvatustieteen,0,,,,,
kuljetusalan,kuljetus=alan,1,,,,,1
,kuljet=us=alan,0,1,,,,2
,kuljet=usalan,0,,,,,1
,kuljetusalan,0,,,,,
erityiskokous,erityis=kokous,1,,,,,1
,erityiskokous,0,,,1,,
kasvatustieteiden,kasvatus=tieteiden,1,,,,,1
,kasva=tus=tie=teiden,0,1,,,,3
,kasva=tus=tieteiden,0,1,,,,2
,kasva=tustie=teiden,0,,,,,2
,kasva=tustieteiden,0,,,,,1
,kasvatus=tie=teiden,0,,,,,2
,kasvatustie=teiden,0,,,,,1
,kasvatustieteiden,0,,,,,
erityisistunto,erityis=istunto,1,,,,,1
,erityisistunto,0,,,1,,
maataloutta,maa=taloutta,1,,,,,1
,maataloutta,0,,,,,
vastaanotti,vastaan=otti,1,,,,,1
,vastaanotti,0,,,,,
varusmies,varus=mies,1,,,,,1
,varusmies,0,,,,,
jääkiekkoliigan,jAA=kiekko=liigan,1,,,,,2
,jAA=kiekko=liiga=n,0,1,,,1,3
,jAA=kiekkoliiga=n,0,1,,,1,2
,jAA=kiekkoliigan,0,,,,,1
,jAAkiekko=liiga=n,0,1,,1,1,2
,jAAkiekko=liigan,0,,,1,,1
,jAAkiekkoliiga=n,0,1,,1,1,1
,jAAkiekkoliigan,0,,,1,,
yhtiökokouksen,yhtiO=kokouksen,1,,,,,1
,yhtiO=koko=uksen,0,,,,,2
,yhtiOkoko=uksen,0,,,1,,1
,yhtiOkokouksen,0,,,1,,
talouselämä,talous=elAmA,1,,,,,1
,talouselAmA,0,,,1,,
leppiniemi,leppi=niemi,1,,,,,1
,leppiniemi,0,,,,,
oikeusasiamiehelle,oikeus=asia=miehelle,1,,,,,2
,oikeus=asia=mieh=elle,0,,1,,,3
,oikeus=asiamieh=elle,0,,1,,,2
,oikeus=asiamiehelle,0,,,,,1
,oikeusasia=mieh=elle,0,,1,,,2
,oikeusasia=miehelle,0,,,,,1
,oikeusasiamieh=elle,0,,1,,,1
,oikeusasiamiehelle,0,,,,,
isoisän,iso=isAn,1,,,,,1
,isoisAn,0,,,1,,
tavanomaisen,tavan=omaisen,1,,,,,1
,tavan=oma=isen,0,,,,,2
,tavanoma=isen,0,,,,,1
,tavanomaisen,0,,,,,
maanmiehensä,maan=miehensA,1,,,,,1
,maan=miehen=sA,0,1,,,,2
,maanmiehen=sA,0,1,,,,1
,maanmiehensA,0,,,1,,
vastaanottaa,vastaan=ottaa,1,,,,,1
,vastaan=otta=a,0,1,,,,2
,vastaanotta=a,0,1,,,,1
,vastaanottaa,0,,,,,
kantatie,kanta=tie,1,,,,,1
,kan=ta=tie,0,2,,,,2
,kan=tatie,0,1,,,,1
,kantatie,0,,,,,
mielenosoitusten,mielen=osoitusten,1,,,,,1
,mielen=osoitus=ten,0,1,,,,2
,mielenosoitus=ten,0,1,,,,1
,mielenosoitusten,0,,,,,
selvitysmies,selvitys=mies,1,,,,,1
,selvitysmies,0,,,,,
yhteisymmärrys,yhteis=ymmArrys,1,,,,,1
,yhteis=ymmArr=ys,0,1,,,1,2
,yhteisymmArr=ys,0,1,,,1,1
,yhteisymmArrys,0,,,,,
emoyhtiö,emo=yhtiO,1,,,,,1
,e=mo=yhtiO,0,2,,,,2
,e=moyhtiO,0,1,,1,,1
,emoyhtiO,0,,,1,,
pelikielto,peli=kielto,1,,,,,1
,pelikielto,0,,,,,
särkänniemessä,sArkAn=niemessA,1,,,,,1
,sArkAn=niem=essA,0,,1,,,2
,sArkAnniem=essA,0,,1,,,1
,sArkAnniemessA,0,,,,,
talvitie,talvi=tie,1,,,,,1
,talvitie,0,,,,,
maantieteellisesti,maan=tieteellisesti,1,,,,,1
,maan=tieteell=isesti,0,,,,1,2
,maantieteell=isesti,0,,,,1,1
,maantieteellisesti,0,,,,,
taloyhtiö,talo=yhtiO,1,,,,,1
,taloyhtiO,0,,,1,,
pohjoisosissa,pohjois=osissa,1,,,,,1
,pohjois=osi=ssa,0,1,,,1,2
,pohjoisosi=ssa,0,1,,,1,1
,pohjoisosissa,0,,,,,
lundström,lundstrOm,1,,1,1,,
,lun=d=strOm,0,3,1,,1,2
,lun=dstrOm,0,2,1,,1,1
,lund=strOm,0,2,1,,,1
henkilöautojen,henkilO=autojen,1,,,,,1
,henkilO=auto=jen,0,1,,,,2
,henkilOauto=jen,0,1,,1,,1
,henkilOautojen,0,,,1,,
pelikieltoon,peli=kieltoon,1,,,,,1
,peli=kielto=on,0,1,,,,2
,pelikielto=on,0,1,,,,1
,pelikieltoon,0,,,,,
ilmiliekeissä,ilmi=liekeissA,1,,,,,1
,ilmi=lieke=issA,0,,,,,2
,ilmilieke=issA,0,,,,,1
,ilmiliekeissA,0,,,,,
suomalaisyritysten,suomalais=yritysten,1,,,,,1
,suomalais=yritys=ten,0,1,,,,2
,suomalaisyritys=ten,0,1,,1,,1
,suomalaisyritysten,0,,,1,,
erityisalojen,erityis=alojen,1,,,,,1
,erityisalojen,0,,,1,,
entisaikojen,entis=aikojen,1,,,,,1
,entisaikojen,0,,,,,
tuomioistuimet,tuomio=istuimet,1,,,,,1
,tuomio=istui=met,0,1,,,,2
,tuomioistui=met,0,1,,,,1
,tuomioistuimet,0,,,,,
jalkapallomaajoukkue,jalka=pallo=maa=joukkue,1,,,,,3
,jalka=pallo=maajoukkue,0,,,,,2
,jalka=pallomaa=joukkue,0,,,,,2
,jalka=pallomaajoukkue,0,,,,,1
,jalkapallo=maa=joukkue,0,,,,,2
,jalkapallo=maajoukkue,0,,,,,1
,jalkapallomaa=joukkue,0,,,,,1
,jalkapallomaajoukkue,0,,,,,
perhosuinnin,perhos=uinnin,1,,,,,1
,perhos=u=in=n=in,0,4,,,1,4
,perhos=u=in=nin,0,3,,,,3
,perhos=u=inn=in,0,3,,,1,3
,perhos=u=innin,0,1,,,,2
,perhos=uin=n=in,0,2,,,1,3
,perhos=uin=nin,0,1,,,,2
,perhos=uinn=in,0,1,,,1,2
,perhosu=in=n=in,0,3,,,1,3
,perhosu=in=nin,0,2,,,,2
,perhosu=inn=in,0,2,,,1,2
,perhosu=innin,0,,,,,1
,perhosuin=n=in,0,2,,,1,2
,perhosuin=nin,0,1,,,,1
,perhosuinn=in,0,1,,,1,1
,perhosuinnin,0,,,,,
koukkuniemen,koukku=niemen,1,,,,,1
,koukkuniemen,0,,,,,
strasbourgiin,strasbourgiin,1,,,,,
,strasbourg=iin,0,,1,,,1
asuinalueella,asuin=alueella,1,,,,,1
,asuinalueella,0,,,,,
jääkiekkoilijat,jAA=kiekkoilijat,1,,,,,1
,jAA=kiekko=ilija=t,0,1,,,1,3
,jAA=kiekko=ilijat,0,,,,,2
,jAA=kiekkoilija=t,0,1,,,1,2
,jAAkiekko=ilija=t,0,1,,1,1,2
,jAAkiekko=ilijat,0,,,1,,1
,jAAkiekkoilija=t,0,1,,1,1,1
,jAAkiekkoilijat,0,,,1,,
kiinteistöveroprosentti,kiinteistO=vero=prosentti,1,,,,,2
,kiinteistO=veroprosentti,0,,,,,1
,kiinteistOvero=prosentti,0,,,1,,1
,kiinteistOveroprosentti,0,,,1,,
kansanedustajaehdokas,kansan=edustaja=ehdokas,1,,,,,2
,kansan=edustajaehdokas,0,,,,,1
,kansanedustaja=ehdokas,0,,,,,1
,kansanedustajaehdokas,0,,,,,
hufvudstadsbladetissa,hufvudstadsbladetissa,1,,,,,
,hufvudstadsbla=det=issa,0,1,,,,2
,hufvudstadsbla=detissa,0,,,,,1
,hufvudstadsbladet=issa,0,,,,,1
kansantaloustieteen,kansan=talous=tieteen,1,,,,,2
,kansan=taloustieteen,0,,,,,1
,kansantalous=tieteen,0,,,,,1
,kansantaloustieteen,0,,,,,
sadasosalla,sadas=osalla,1,,,,,1
,sadas=osa=lla,0,1,,,1,2
,sadasosa=lla,0,1,,,1,1
,sadasosalla,0,,,,,
mäntyniemessä,mAnty=niemessA,1,,,,,1
,mAnty=niem=essA,0,,1,,,2
,mAntyniem=essA,0,,1,,,1
,mAntyniemessA,0,,,,,
teollisuusalueen,teollisuus=alueen,1,,,,,1
,teollisuusalueen,0,,,,,
sjöblom,sjOblom,1,,1,1,,
,sjO=blom,0,2,1,,,1
lentävänniemi,lentAvAn=niemi,1,,,,,1
,lentA=vAn=niemi,0,1,,,,2
,lentA=vAnniemi,0,,,,,1
,lentAvAnniemi,0,,,,,
petäjäniemi,petAjA=niemi,1,,,,,1
,pe=tAjA=niemi,0,1,,,,2
,pe=tAjAniemi,0,1,,,,1
,petAjAniemi,0,,,,,
työttömyysasteen,tyOttOmyys=asteen,1,,,,,1
,tyOttOmyys=aste=en,0,1,,,,2
,tyOttOmyysaste=en,0,1,,1,,1
,tyOttOmyysasteen,0,,,1,,
apulaisosastopäällikkö,apulais=osasto=pAAllikkO,1,,,,,2
,apulais=osastopAAllikkO,0,,,1,,1
,apulaisosasto=pAAllikkO,0,,,,,1
,apulaisosastopAAllikkO,0,,,1,,
loppuottelua,loppu=ottelua,1,,,,,1
,loppu=ottelu=a,0,1,,,,2
,loppuottelu=a,0,1,,,,1
,loppuottelua,0,,,,,
pienyritysten,pien=yritysten,1,,,,,1
,pien=yritys=ten,0,1,,,,2
,pienyritys=ten,0,1,,,,1
,pienyritysten,0,,,,,
loppuottelut,loppu=ottelut,1,,,,,1
,loppu=ottelu=t,0,1,,,1,2
,loppuottelu=t,0,1,,,1,1
,loppuottelut,0,,,,,
nuorisojoukko,nuoriso=joukko,1,,,,,1
,nuorisojoukko,0,,,,,
pronssimies,pronssi=mies,1,,,,,1
,pronssimies,0,,,,,
sosiaalipsykologian,sosiaali=psykologian,1,,,1,1,1
,sosiaali=psyko=logian,0,,,1,1,2
,sosiaalipsyko=logian,0,,,1,,1
,sosiaalipsykologian,0,,,1,,
erityisopettaja,erityis=opettaja,1,,,,,1
,erityisopettaja,0,,,1,,
lastentarhanopettajat,lasten=tarhan=opettajat,1,,,,,2
,lasten=tarha=n=opettaja=t,0,2,,,2,4
,lasten=tarha=n=opettajat,0,1,,,1,3
,lasten=tarha=nopettaja=t,0,1,,,1,3
,lasten=tarha=nopettajat,0,,,,,2
,lasten=tarhan=opettaja=t,0,1,,,1,3
,lasten=tarhanopettaja=t,0,1,,,1,2
,lasten=tarhanopettajat,0,,,,,1
,lastentarha=n=opettaja=t,0,2,,,2,3
,lastentarha=n=opettajat,0,1,,,1,2
,lastentarha=nopettaja=t,0,1,,,1,2
,lastentarha=nopettajat,0,,,,,1
,lastentarhan=opettaja=t,0,1,,,1,2
,lastentarhan=opettajat,0,,,,,1
,lastentarhanopettaja=t,0,1,,,1,1
,lastentarhanopettajat,0,,,,,
ruotsinkielisiä,ruotsin=kielisiA,1,,,,,1
,ruotsi=n=kiel=isiA,0,1,,,1,3
,ruotsi=n=kielisiA,0,1,,,1,2
,ruotsi=nkiel=isiA,0,,,,1,2
,ruotsi=nkielisiA,0,,,,1,1
,ruotsin=kiel=isiA,0,,,,,2
,ruotsinkiel=isiA,0,,,,,1
,ruotsinkielisiA,0,,,1,,
kuningataräiti,kuningatar=Aiti,1,,,,,1
,kuningatarAiti,0,,,1,,
hääyö,hAA=yO,1,,,,,1
,hAAyO,0,,,,,
osakkeenomistajan,osakkeen=omistajan,1,,,,,1
,osakke=en=omistaja=n,0,2,,,1,3
,osakke=en=omistajan,0,1,,,,2
,osakke=enomistaja=n,0,1,,,1,2
,osakke=enomistajan,0,,,,,1
,osakkeen=omistaja=n,0,1,,,1,2
,osakkeenomistaja=n,0,1,,,1,1
,osakkeenomistajan,0,,,,,
liiketaloustieteen,liike=talous=tieteen,1,,,,,2
,liike=taloustieteen,0,,,,,1
,liiketalous=tieteen,0,,,,,1
,liiketaloustieteen,0,,,,,
metsätalousinsinööri,metsA=talous=insinOOri,1,,,,,2
,metsA=talousinsinOOri,0,,,1,,1
,metsAtalous=insinOOri,0,,,1,,1
,metsAtalousinsinOOri,0,,,1,,
rakennusala,rakennus=ala,1,,,,,1
,rakennusala,0,,,,,
jääkiekkovalmentaja,jAA=kiekko=valmentaja,1,,,,,2
,jAA=kiekkovalmentaja,0,,,,,1
,jAAkiekko=valmentaja,0,,,1,,1
,jAAkiekkovalmentaja,0,,,1,,
iltayhdeksältä,ilta=yhdeksAltA,1,,,,,1
,ilta=yhd=eksA=ltA,0,2,,,2,3
,ilta=yhd=eksAltA,0,1,,,1,2
,ilta=yhdeksA=ltA,0,1,,,1,2
,iltayhd=eksA=ltA,0,1,,1,2,2
,iltayhd=eksAltA,0,,,1,1,1
,iltayhdeksA=ltA,0,1,,1,1,1
,iltayhdeksAltA,0,,,1,,
pienyrittäjät,pien=yrittAjAt,1,,,,,1
,pien=yrittA=jAt,0,1,,,,2
,pienyrittA=jAt,0,1,,,,1
,pienyrittAjAt,0,,,,,
eurostatin,euro=statin,1,,,,,1
,euro=sta=t=in,0,3,,,1,3
,euro=sta=tin,0,2,,,,2
,euro=stat=in,0,2,,,,2
,eurosta=t=in,0,2,,,1,2
,eurosta=tin,0,1,,,,1
,eurostat=in,0,1,,,,1
,eurostatin,0,,,,,
pelikiellosta,peli=kiellosta,1,,,,,1
,peli=kiell=osta,0,,,,1,2
,pelikiell=osta,0,,,,1,1
,pelikiellosta,0,,,,,
kansallismieliset,kansallis=mieliset,1,,,,,1
,kansallis=miel=iset,0,,,,,2
,kansallismiel=iset,0,,,,,1
,kansallismieliset,0,,,,,
ohikulkutien,ohi=kulku=tien,1,,,,,2
,ohi=kulkutien,0,,,,,1
,ohikulku=tien,0,,,,,1
,ohikulkutien,0,,,,,
lentoasemantien,lento=aseman=tien,1,,,,,2
,lento=asema=n=tien,0,1,,,1,3
,lento=asema=ntien,0,,,,1,2
,lento=asemantien,0,,,,,1
,lentoasema=n=tien,0,1,,,1,2
,lentoasema=ntien,0,,,,1,1
,lentoaseman=tien,0,,,,,1
,lentoasemantien,0,,,,,
maailmanennätykset,maailman=ennAtykset,1,,,,,1
,maailman=ennAtyks=et,0,1,,,,2
,maailmanennAtyks=et,0,1,,1,,1
,maailmanennAtykset,0,,,1,,
metsänhoitoyhdistysten,metsAn=hoito=yhdistysten,1,,,,,2
,metsA=n=hoito=yhdistys=ten,0,2,,,1,4
,metsA=n=hoito=yhdistysten,0,1,,,1,3
,metsA=n=hoitoyhdistys=ten,0,2,,1,1,3
,metsA=n=hoitoyhdistysten,0,1,,1,1,2
,metsA=nhoito=yhdistys=ten,0,1,,,1,3
,metsA=nhoito=yhdistysten,0,,,,1,2
,metsA=nhoitoyhdistys=ten,0,1,,1,1,2
,metsA=nhoitoyhdistysten,0,,,1,1,1
,metsAn=hoito=yhdistys=ten,0,1,,,,3
,metsAn=hoitoyhdistys=ten,0,1,,1,,2
,metsAn=hoitoyhdistysten,0,,,1,,1
,metsAnhoito=yhdistys=ten,0,1,,1,,2
,metsAnhoito=yhdistysten,0,,,1,,1
,metsAnhoitoyhdistys=ten,0,1,,1,,1
,metsAnhoitoyhdistysten,0,,,1,,
sisäpiiritiedon,sisA=piiri=tiedon,1,,,,,2
,sisA=piiri=tiedo=n,0,1,,,1,3
,sisA=piiritiedo=n,0,1,,,1,2
,sisA=piiritiedon,0,,,,,1
,sisApiiri=tiedo=n,0,1,,,1,2
,sisApiiri=tiedon,0,,,,,1
,sisApiiritiedo=n,0,1,,1,1,1
,sisApiiritiedon,0,,,1,,
liikuntatieteiden,liikunta=tieteiden,1,,,,,1
,liikunta=tie=teiden,0,,,,,2
,liikuntatie=teiden,0,,,,,1
,liikuntatieteiden,0,,,,,
finnwear,finnwear,1,,,,,
,fin=nwear,0,1,,,1,1
veroäyri,vero=Ayri,1,,,,,1
,veroAyri,0,,,1,,
keskiviikkoyönä,keskiviikko=yOnA,1,,,,,1
,keski=viikko=yOnA,0,,,,,2
,keski=viikkoyOnA,0,,,1,,1
,keskiviikkoyOnA,0,,,1,,
biolääketieteen,bio=lAAke=tieteen,1,,,,,2
,bio=lAAketieteen,0,,,,,1
,biolAAke=tieteen,0,,,1,,1
,biolAAketieteen,0,,,1,,
vieroitusoireita,vieroitus=oireita,1,,,,,1
,vier=oitus=oire=ita,0,,,,,3
,vier=oitus=oireita,0,,,,,2
,vier=oitusoire=ita,0,,,,,2
,vier=oitusoireita,0,,,,,1
,vieroitus=oire=ita,0,,,,,2
,vieroitusoire=ita,0,,,,,1
,vieroitusoireita,0,,,,,
hallilantien,hallilan=tien,1,,,,,1
,halli=lan=tien,0,1,,,,2
,halli=lantien,0,,,,,1
,hallilantien,0,,,,,
siirtymätalouksien,siirtymA=talouksien,1,,,,,1
,siirtymA=talo=uksien,0,,,,,2
,siirtymAtalo=uksien,0,,,1,,1
,siirtymAtalouksien,0,,,1,,
luonnontieteellisen,luonnon=tieteellisen,1,,,,,1
,luonno=n=tieteell=isen,0,1,,,2,3
,luonno=n=tieteellisen,0,1,,,1,2
,luonno=ntieteell=isen,0,,,,1,2
,luonno=ntieteellisen,0,,,,1,1
,luonnon=tieteell=isen,0,,,,1,2
,luonnontieteell=isen,0,,,,1,1
,luonnontieteellisen,0,,,,,
koripallomaajoukkueen,kori=pallo=maa=joukkueen,1,,,,,3
,kori=pallo=maa=joukkue=en,0,1,,,,4
,kori=pallo=maajoukkue=en,0,1,,,,3
,kori=pallo=maajoukkueen,0,,,,,2
,kori=pallomaa=joukkue=en,0,1,,,,3
,kori=pallomaa=joukkueen,0,,,,,2
,kori=pallomaajoukkue=en,0,1,,,,2
,kori=pallomaajoukkueen,0,,,,,1
,koripallo=maa=joukkue=en,0,1,,,,3
,koripallo=maa=joukkueen,0,,,,,2
,koripallo=maajoukkue=en,0,1,,,,2
,koripallo=maajoukkueen,0,,,,,1
,koripallomaa=joukkue=en,0,1,,,,2
,koripallomaa=joukkueen,0,,,,,1
,koripallomaajoukkue=en,0,1,,,,1
,koripallomaajoukkueen,0,,,,,
hintaindeksin,hinta=indeksin,1,,,,,1
,hinta=indeksi=n,0,1,,,1,2
,hintaindeksi=n,0,1,,,1,1
,hintaindeksin,0,,,,,
ulosajosta,ulos=ajosta,1,,,,,1
,ulos=ajo=sta,0,1,,,,2
,ulosajo=sta,0,1,,,,1
,ulosajosta,0,,,,,
ohikulkutie,ohi=kulku=tie,1,,,,,2
,ohi=kulkutie,0,,,,,1
,ohikulku=tie,0,,,,,1
,ohikulkutie,0,,,,,
syyskokouksessaan,syys=kokouksessaan,1,,,,,1
,syys=kokouksessa=an,0,1,,,,2
,syyskokouksessa=an,0,1,,1,,1
,syyskokouksessaan,0,,,1,,
kehitysavusta,kehitys=avusta,1,,,,,1
,kehitys=avust=a,0,1,,,1,2
,kehitysavust=a,0,1,,1,1,1
,kehitysavusta,0,,,1,,
työttömyyseläke,tyOttOmyys=elAke,1,,,,,1
,tyOttOmyyselAke,0,,,,,
ammattiyhdistys,ammatti=yhdistys,1,,,,,1
,ammattiyhdistys,0,,,1,,
veronkierto,veron=kierto,1,,,,,1
,veron=kier=to,0,1,,,,2
,veronkier=to,0,1,,,,1
,veronkierto,0,,,,,
suuromistaja,suur=omistaja,1,,,,,1
,suuromistaja,0,,,,,
henkilöautonsa,henkilO=autonsa,1,,,,,1
,henkilO=auto=nsa,0,1,,,1,2
,henkilOauto=nsa,0,1,,1,1,1
,henkilOautonsa,0,,,1,,
urheiluopistolla,urheilu=opistolla,1,,,,,1
,urheilu=opisto=lla,0,1,,,1,2
,urheiluopisto=lla,0,1,,,1,1
,urheiluopistolla,0,,,,,
lainalaisuuksia,lain=alaisuuksia,1,,,,,1
,lain=alais=u=uksia,0,1,,,,3
,lain=alais=uuksia,0,,,,,2
,lain=alaisu=uksia,0,,,,,2
,lainalais=u=uksia,0,1,,,,2
,lainalais=uuksia,0,,,,,1
,lainalaisu=uksia,0,,,,,1
,lainalaisuuksia,0,,,,,
linnanahde,linnan=ahde,1,,,,,1
,linna=n=ahd=e,0,3,,,2,3
,linna=n=ahde,0,1,,,1,2
,linna=nahd=e,0,2,,,1,2
,linna=nahde,0,,,,,1
,linnan=ahd=e,0,2,,,1,2
,linnanahd=e,0,1,,,1,1
,linnanahde,0,,,,,
talouselämälle,talous=elAmAlle,1,,,,,1
,talous=elAmA=lle,0,1,,,1,2
,talouselAmA=lle,0,1,,1,1,1
,talouselAmAlle,0,,,1,,
perinnöllisyystieteen,perinnOllisyys=tieteen,1,,,,,1
,perin=nOlli=syys=tieteen,0,,,,,3
,perin=nOlli=syystieteen,0,,,,,2
,perin=nOllisyys=tieteen,0,,,,,2
,perin=nOllisyystieteen,0,,,,,1
,perinnOlli=syys=tieteen,0,,,,,2
,perinnOlli=syystieteen,0,,,,,1
,perinnOllisyystieteen,0,,,,,
luokanopettajan,luokan=opettajan,1,,,,,1
,luoka=n=opettaja=n,0,2,,,2,3
,luoka=n=opettajan,0,1,,,1,2
,luoka=nopettaja=n,0,1,,,1,2
,luoka=nopettajan,0,,,,,1
,luokan=opettaja=n,0,1,,,1,2
,luokanopettaja=n,0,1,,,1,1
,luokanopettajan,0,,,,,
ääntenenemmistöllä,AAnten=enemmistOllA,1,,,,,1
,AAn=ten=enemmistO=llA,0,2,,,1,3
,AAn=ten=enemmistOllA,0,1,,,,2
,AAn=tenenemmistO=llA,0,1,,,1,2
,AAn=tenenemmistOllA,0,,,,,1
,AAnten=enemmistO=llA,0,1,,,1,2
,AAntenenemmistO=llA,0,1,,,1,1
,AAntenenemmistOllA,0,,,,,
maamies,maa=mies,1,,,,,1
,maamies,0,,,,,
talvirieha,talvi=rieha,1,,,,,1
,talvirieha,0,,,,,
uusavuton,uus=avuton,1,,,,,1
,uus=avu=to=n,0,2,,,1,3
,uus=avu=ton,0,1,,,,2
,uus=avuto=n,0,1,,,1,2
,uusavu=to=n,0,2,,,1,2
,uusavu=ton,0,1,,,,1
,uusavuto=n,0,1,,,1,1
,uusavuton,0,,,,,
kokousvierasta,kokous=vierasta,1,,,,,1
,kokous=viera=sta,0,1,,,,2
,kokousviera=sta,0,1,,,,1
,kokousvierasta,0,,,,,
merimieskirkko,meri=mies=kirkko,1,,,,,2
,meri=mieskirkko,0,,,,,1
,merimies=kirkko,0,,,,,1
,merimieskirkko,0,,,,,
interaktiivinen,inter=aktiivinen,1,,,,,1
,inter=aktiivi=nen,0,1,,,,2
,interaktiivi=nen,0,1,,,,1
,interaktiivinen,0,,,,,
perusyksikkö,perus=yksikkO,1,,,,,1
,perusyksikkO,0,,,1,,
aliurakoitsijoiden,ali=urakoitsijoiden,1,,,,,1
,ali=ura=ko=itsi=joiden,0,1,,,,4
,ali=ura=ko=itsijoiden,0,1,,,,3
,ali=ura=koitsi=joiden,0,,,,,3
,ali=ura=koitsijoiden,0,,,,,2
,ali=urako=itsi=joiden,0,,,,,3
,ali=urako=itsijoiden,0,,,,,2
,ali=urakoitsi=joiden,0,,,,,2
,aliura=ko=itsi=joiden,0,1,,,,3
,aliura=ko=itsijoiden,0,1,,,,2
,aliura=koitsi=joiden,0,,,,,2
,aliura=koitsijoiden,0,,,,,1
,aliurako=itsi=joiden,0,,,,,2
,aliurako=itsijoiden,0,,,,,1
,aliurakoitsi=joiden,0,,,,,1
,aliurakoitsijoiden,0,,,,,
rakennusinsinöörien,rakennus=insinOOrien,1,,,,,1
,rakennus=insinOOri=en,0,1,,,,2
,rakennusinsinOOri=en,0,1,,1,,1
,rakennusinsinOOrien,0,,,1,,
tappiokierteeseen,tappio=kierteeseen,1,,,,,1
,tappio=kier=teeseen,0,,,,,2
,tappiokier=teeseen,0,,,,,1
,tappiokierteeseen,0,,,,,
pelkosenniemen,pelkosen=niemen,1,,,,,1
,pelko=sen=niemen,0,1,,,,2
,pelko=senniemen,0,,,,,1
,pelkosenniemen,0,,,,,
lääketieteen,lAAke=tieteen,1,,,,,1
,lAAketieteen,0,,,,,
markkinointiviestinnän,markkinointi=viestinnAn,1,,,,,1
,markkinointi=viesti=nnAn,0,1,,,1,2
,markkinointiviesti=nnAn,0,1,,,1,1
,markkinointiviestinnAn,0,,,1,,
huomionosoituksen,huomion=osoituksen,1,,,,,1
,huomion=osoit=uksen,0,,,,,2
,huomionosoit=uksen,0,,,,,1
,huomionosoituksen,0,,,,,
kissaihmiset,kissa=ihmiset,1,,,,,1
,kissa=ihmis=et,0,1,,,,2
,kissaihmis=et,0,1,,,,1
,kissaihmiset,0,,,,,
kasvinviljelytieteen,kasvin=viljely=tieteen,1,,,,,2
,kasvi=n=viljely=tieteen,0,1,,,1,3
,kasvi=n=viljelytieteen,0,1,,,1,2
,kasvi=nviljely=tieteen,0,,,,1,2
,kasvi=nviljelytieteen,0,,,,1,1
,kasvin=viljelytieteen,0,,,,,1
,kasvinviljely=tieteen,0,,,1,,1
,kasvinviljelytieteen,0,,,1,,
sosiaaliterapeutti,sosiaali=terapeutti,1,,,,,1
,sosiaali=terapeut=ti,0,1,,,,2
,sosiaaliterapeut=ti,0,1,,,,1
,sosiaaliterapeutti,0,,,,,
